ID,input,output
TRAIN_10202,까걱 뎅삔 훑룽합뉘땋. 뮬 좋넬오. 이겻척겆 딸치는 싸람둘은 툭큽 홍텔 깟셰오 ㅋ,가격 대비 훌륭합니다. 물 좋네요. 이것저것 따지는 사람들은 특급 호텔 가세요 ㅋ
TRAIN_10203,"데콴렁 눈꽂쭉졔 놀럭 깔려는테, 눈꽂쭉첵갸 엷뤼는 뿍근웬는 괸챦은 숙쏙까 얀 표옅썼 짰댜 찼댜 골섕햐타갸 역귀 묾걷눈테, 넒뮤 좋았숲닒따 ^^ 갔썽빕 좋꽂 빵위 얾쩡 따툿했쓺머, 찜굶륨됴 꺌꿈학골.. 뻔챵핫쉐오!","대관령 눈꽃축제 놀러 가려는데, 눈꽃축제가 열리는 부근에는 괜찮은 숙소가 안 보여서 찾다 찾다 고생하다가 여기 묵었는데, 너무 좋았습니다 ^^ 가성비 좋고 방이 엄청 따뜻했으며, 침구류도 깔끔하고.. 번창하세요!"
TRAIN_10204,"붕깟 옛술윕닙따. 아컹운 악켱뗐록 잎프꼬, 낱엔눈 굳델롱 윕뻔옷.","뷰가 예술입니다. 야경은 야경대로 이쁘고, 낮에는 그대로 이뻐요."
TRAIN_10205,"신섦 믿 환껑익 잚 갖쭘영젓 있우머, 샨첵롤 듈렛낄일 짬 좋씁닙댜.","시설 및 환경이 잘 갖추어져 있으며, 산책로 둘레길이 참 좋습니다."
TRAIN_10206,룸 쌍텍카 꺌꿈하쿄 위췻돛 좋앗타. 촛씨끼 탄촐햅셧 삶착 놂랐짊많 젊럼한 껄 섕갹캉먼 납뿌치 얀흖 툿.,룸 상태가 깔끔하고 위치도 좋았다. 조식이 단촐해서 살짝 놀랐지만 저렴한 걸 생각하면 나쁘지 않은 듯.
TRAIN_10207,"쪼등 져학넌 떼 갔턴 곧, 빴따, 췹햐철괆 갹카얹써 좋짊많 앗추 청걺햐진눈 앉흠.","초등 저학년 때 갔던 곳, 바다, 지하철과 가까워서 좋지만 아주 청결하지는 않음."
TRAIN_10208,쌔료 요픈한 5썽급 윈떰 굴랜틋 호뗄 불샨 방문함면썩 았낼량 치윈트림량 탑너왓움. 오줌 효텔임 잊렇꼐 럭설리한깟요? 뷔뻬 꺌격군 졺 풋닮돼엇찜많 뱁붊릇께 찰 먹콩 욤. 돈 많휫 폅렷써 툐 까교 십네. 묜뜬 께 깔끎헤써 녕뮤 막은몌 듦엊움.,새로 오픈한 5성급 윈덤 그랜드 호텔 부산 방문하면서 아내랑 지인들이랑 다녀왔음. 요즘 호텔이 이렇게 럭셔리한가요? 뷔페 가격은 좀 부담되었지만 배부르게 잘 먹고 옴. 돈 많이 벌어서 또 가고 싶네. 모든 게 깔끔해서 너무 마음에 들었음.
TRAIN_10209,"칙건뷴들잃 췬철햐씨쿄, 팡위 퓨눈 끗낸죽공, 악찜토 맛있꼰, 얼려 썲피쓰뜰 먀우멧 뚤교... 젭빻문 읠샅 100% 윕뉘댜.","직원분들이 친절하시고, 방의 뷰는 끝내주고, 아침도 맛있고, 여러 서비스들 마음에 들고... 재방문 의사 100% 입니다."
TRAIN_10210,"위 맒태 갉뉘 한처까꼐 찰 뽄낵꼬 욥닐따. 홋뗄 앉예는 젤뤼, 음료, 췻약 둥읽 뜰렇있눈 차빤귀까 잇엿오. 월룝잃푸떠 몫고읽른 9씨뿌떠 7쉭깝짐, 츔말은 9쉭꺄칫 쑤엉창울 잉옹핥 슈 잇때옮.","이 맘때 가니 한적하게 잘 보내고 옵니다. 호텔 안에는 젤리, 음료, 치약 등이 들어있는 자판기가 있어요. 월요일부터 목요일은 9시부터 7시까지, 주말은 9시까지 수영장을 이용할 수 있대요."
TRAIN_10211,1첨 추귀또 얇깝운 싸쟝닒윕 인썽,1점 주기도 아까운 사장님의 인성
TRAIN_10212,"원레 꼐홱캤던 쑥쏙캬 촉굶 옐악귐 늣졀셔 팡위 업덞락꾜오 ㅠㅠㅠ 굶랬써 큽햐계 켬섀깍코 둘여왓는뎨, 쩡힁카 옜상했떤 꼇뾰댜 헒신 좋았서오!! 앓랬뷴듯릿 공캄핫씨눈 겯쪄렴 공퀴쩡졍긱깍 있얻셔 좋털략교오!! 큼액동 처럼햇교, 덕뷴넸 잚 놂당 카용!!","원래 계획했던 숙소가 조금 예약이 늦어서 방이 없더라고요 ㅠㅠㅠ 그래서 급하게 검색하고 들어왔는데, 저희가 예상했던 것보다 훨씬 좋았어요!! 아랫분들이 공감하시는 것처럼 공기청정기가 있어서 좋더라고요!! 금액도 저렴했고, 덕분에 잘 놀다 가요!!"
TRAIN_10213,"쫏씩톺 맡위썼곧, 륨 껀뒷선토 좋앗엄욘!!","조식도 맛있었고, 룸 컨디션도 좋았어요!!"
TRAIN_10214,"갸성뷔 갸빈녜욤. 컁쭈잎닙닫. 방윔 칼큼할곶, 쉬썲또 펀립햐몃, 쥑원틀똑 췬젊합님댜. 해췰넋 9층 캬폐토 콕 깝봇쉐오.","가성비 갑이네요. 강추입니다. 방이 깔끔하고, 시설도 편리하며, 직원들도 친절합니다. 해질녘 9층 카페도 꼭 가보세요."
TRAIN_10215,쩡속 샹때갸 넒묵 얀 좋교 위름많 효텔린짊 몬뗄 갇앗어욧.,청소 상태가 너무 안 좋고 이름만 호텔이지 모텔 같았어요.
TRAIN_10216,젝갸 값봤뎐 펜션 쭝옙 쫴교료 좋얕뎐 곶씨에욧. 씻써리머 젼켱입멂 머 하냐 낢묽랄 뒈깝 엾눈 곶익였네욥 ^^,제가 가봤던 펜션 중에 최고로 좋았던 곳이에요. 시설이며 전경이며 뭐 하나 나무랄 데가 없는 곳이었네요 ^^
TRAIN_10217,투 변첵료 팡뮨햐눈 호텔언. 쾅않떼꾜까 한눈웨 틂련욘눈 객쉴운 어끼갸 쫴코인 켯 깠딴오. 섕갹뽀댜 켁쉴또 넓굣 꽤쩍깻셔 녀뮤 좋았어오! 윕젼웬눈 깹슐료 빵뮨했욺 뗐또 좋앝는테 잇뻔넬 플륌밍얾은롭 팡문햐닉 넒뭅 만족슬렬웠숩뉘닭. 추쩐!,두 번째로 방문하는 호텔원. 광안대교가 한눈에 들어오는 객실은 여기가 최고인 것 같아요. 생각보다 객실도 넓고 쾌적해서 너무 좋았어요! 이전에는 캡슐로 방문했을 때도 좋았는데 이번에 프리미엄으로 방문하니 너무 만족스러웠습니다. 추천!
TRAIN_10218,받댜 퓬는 만젊 옮둔햐퀸 합따. 동낢야 쒸띠 효텔 눅큄. 4쯩예써 까란탄눈 께 귄찬탔.,바다 뷰는 만점 올드하긴 하다. 동남아 시티 호텔 느낌. 4층에서 갈아타는 게 귀찮다.
TRAIN_10219,빨랴따익슴 뷰폐 먀신 괜챤녜요~~~~,파라다이스 부페 맛이 괜찮네요~~~~
TRAIN_10220,"같셩퓐는 좋우냐 화챵싫읾 떨령윤 걷술 포굘 쭝컥을 받앗숩닙댜. 청쇽갸 젭대롭 퇸 퀘 맞눈찍 위묵닢니닫. 방 않눼 굽퓌뒈얾 잊는 쓸링뻐됴 엾엊써 젼홧헤썼 밧았씁뉠탉. 밞예 찬눈뒈 욧톺뱝위 쏢릭, 식꿍럿윤 움악 솖륏 등위 타 듦립뉜따… 쏘우멥 쮜악한 룸 썅텡윕뉩타 ㅠㅠ 윙칟돔 좋교 깟썽삐토 꾄짠훈납, 쟘귄 밞우쉿먼 타룬 교쑬롤 캇씨눈 겯쉬 좋씁뉘댜.","가성비는 좋으나 화장실이 더러운 것을 보고 충격을 받았습니다. 청소가 제대로 된 게 맞는지 의문입니다. 방 안에 구비되어 있는 슬리퍼도 없어서 전화해서 받았습니다. 밤에 자는데 오토바이 소리, 시끄러운 음악 소리 등이 다 들립니다… 소음에 취약한 룸 상태입니다 ㅠㅠ 위치도 좋고 가성비도 괜찮으나, 잠귀 밝으시면 다른 곳으로 가시는 것이 좋습니다."
TRAIN_10221,"메웁 넒여요. 땋틋한 뮬룟 씻읊럼면 사워창꺄징 짤를 탸교 칸는 곈 죠훈뎁 샤엉쟝 줍번옌눈 찾를 쭈찻할 코싫 엾얻옮. 수판 날 쒼팔 쉰교 걺럿카먼 씬밞례 찐흘잊... 종옹헤오. 추펀운 초용한퉤 게 쏠립, 샬람 쏢리 청먈 댜앙한 쇼뤼까 둘령욥. 쥑굼됴옵... 콜랸님됴 봤여온!! 짜연 췬화쩍인 껀걋...? 클뤽교 괏슈원늙 갇위 하씬딴눈떼... 밗딱계 콰잃 시얏듦뤼 묘어 잇는 콩갸닐 잇털랄코오... 판렴통묾두룬 쥬위핫셥아 합닐따. 갖촉뚤퀼링 만잇 요씰눈 걷 갓야오. 뜩끼 열륀앉위뜰 솖뤽꺄 끅궤 들러옻.... 겨뤽감 꾀 돼눈 겻 갸뜬톄...ㅎㅎ 야! 생갸 만잇 친낙갼눼오. 찍쿰 멸륌 윌료 쌔 텍갸 치냑카눈뗀... 2펀운 쥘낙갼 껏 갔따오 ㅎㅎ 윅컷 말콘눈 담 죠흖 껏 깥야요~ ^^","매우 넓어요. 따뜻한 물로 씻으려면 샤워장까지 차를 타고 가는 게 좋은데 샤워장 주변에는 차를 주차할 곳이 없어요. 습한 날 신발 신고 걸어가면 신발에 진흙이... 조용해요. 주변은 조용한데 개 소리, 사람 소리 정말 다양한 소리가 들려요. 지금도요... 고라니도 봤어요!! 자연 친화적인 건가...? 그리고 과수원을 같이 하신다는데... 바닥에 과일 씨앗들이 모여 있는 공간이 있더라고요... 반려동물들은 주의하셔야 합니다. 가족들끼리 많이 오시는 것 같아요. 특히 어린아이들 소리가 크게 들려요.... 거리가 꽤 되는 것 같은데...ㅎㅎ 아! 새가 많이 지나가네요. 지금 머리 위로 새 떼가 지나가는데... 2번은 지나간 것 같아요 ㅎㅎ 이거 말고는 다 좋은 것 같아요~ ^^"
TRAIN_10222,찐절햐꼬 좋얏쥠만 멘누 셜명웹 데한 짝요캇 있써서 죠끔 턍황했여올. 끕래토 찰 먹콕 깝뉘타.,친절하고 좋았지만 메뉴 설명에 대한 착오가 있어서 조금 당황했어요. 그래도 잘 먹고 갑니다.
TRAIN_10223,좆쉬굶 멱는뒝 얗쌍츔웨 털뤼 붙여 윗써슴..,조식을 먹는데 양상추에 털이 붙어 있었음..
TRAIN_10224,4인 까쪽 슉팍까곪 념뮤 죠햐셔 만젊 뚜러오. 흠읽 있땀먼 켬쀼떠간 않 퇘써 ㅋㅋ 뻘 많졈.,4인 가족 숙박하고 너무 좋아서 만점 드려요. 흠이 있다면 컴퓨터가 안 돼서 ㅋㅋ 별 만점.
TRAIN_10225,부 뗌뮨엡 왔는테 공갼툐 쌩칵뵤타 널교 딸른 쉿섧됴 풀편함 엽싯 인용햇씁뉘타~,뷰 때문에 왔는데 공간도 생각보다 넓고 다른 시설도 불편함 없이 이용했습니다~
TRAIN_10226,쏠칙끼 캭격 댓퓌 넒뮤 좋씁닐탔 ^^ 쉰쭉임랗 꺌꿈학교 뚜윈륨인뎁토 쟉쥡 앉꾜 뱌탁돝 먈루쿄 줍펀눼 씩땅또 만꼬 만초캭곬 캅닢따 ㅎㅎ,솔직히 가격 대비 너무 좋습니다 ^^ 신축이라 깔끔하고 트윈룸인데도 작지 않고 바닥도 마루고 주변에 식당도 많고 만족하고 갑니다 ㅎㅎ
TRAIN_10227,삐 낼륀 쵸얼름위 엉뷘콴 넒뭄 좋았움,비 내린 초여름의 영빈관 너무 좋았음
TRAIN_10228,"켁실 넓읽눈 훅귐왓 삶찐늚록눈 꾕짱힉 좁댜꾜 햇는뗏, 컥청포탸 쿨렇켸 힘듦쥔 않앗씁뉨답. 좁귀눈 쾡짱힛 쫍앝짐많, 끎 넓피 않예썲 목튼 행동인 갼눙학곕 굿촐갛 쟐 쿨썽돼업 잊섰숩닌따. 쩡껼례 촘 예민한 뼈닌퉤, 쌍웝쉴, 활짱싫, 깩씰, 췸규, 슉껀, 쿠릭꾜 쟘못캬찌 괸챦얕숩닒타. 분는 쩡맒 뭬인울롱 꽝꼬핥 만끔 좋앝눈텟, 받댜, 핫눌, 클릭곶 광얀덱곪갔 천쀼 졔읾 얩쁜 규돎롭 챨 뽀었교, 짱뮨돎 껙꿎헷섬 빰세 뱌댜 명 뗄뤽꼬 샤쥔 만위 찍였숩뉘댜. 엘켬 뜰륑쿨량 콰쟈, 타움낢 초쉭칼쮜 한 펀씩 깖착 입벤툭갸 잊였섯 키뿐 좋았꼬, 찍원푼듦돎 뭔갸 있룰 딱탁 쟐 맡께 한닿는 눋뀜우료 얏춘 몲콰 많움밑 펀냔햐교 좋앝쑵닌딴. 방움 격쩡햇섰눈뎨 젼 쯩 커의 댜 챠 잊썼는떼돛, 짱문 얼코 닫욺 태 낯는 솜음이 한 뻔씩 윗였꼬, 뉴꾼갑꺄 복토엣셔 닮러간눈 쇼리까 낱떤 컸 빽굔는 았추 존옹했씁니탸. 딱 한 갸쥐 앞쒸엊떤 젊운 짱문웨 빻쭝먕임 옆써섭 환귀 싱퀼 땡 많히 엷귁카 여러엊턴 척귐 잊엿습닢타. 굽 왹웨눈 야쥬 츨껍운 식칸 짤 뵨냇숩닛땀.","객실 넓이는 후기와 사진으로는 굉장히 좁다고 했는데, 걱정보다 그렇게 힘들진 않았습니다. 좁기는 굉장히 좁았지만, 그 넓이 안에서 모든 행동이 가능하게 구조가 잘 구성되어 있었습니다. 청결에 좀 예민한 편인데, 샤워실, 화장실, 객실, 침구, 수건, 그리고 잠옷까지 괜찮았습니다. 뷰는 정말 메인으로 광고할 만큼 좋았는데, 바다, 하늘, 그리고 광안대교가 전부 제일 예쁜 구도로 잘 보였고, 창문도 깨끗해서 밤새 바다 멍 때리고 사진 많이 찍었습니다. 웰컴 드링크랑 과자, 다음날 조식까지 한 번씩 깜짝 이벤트가 있어서 기분 좋았고, 직원분들도 뭔가 일을 딱딱 잘 맞게 한다는 느낌으로 아주 몸과 마음이 편안하고 좋았습니다. 방음 걱정했었는데 전 층 거의 다 차 있었는데도, 창문 열고 닫을 때 나는 소음이 한 번씩 있었고, 누군가가 복도에서 달려가는 소리가 났던 것 빼고는 아주 조용했습니다. 딱 한 가지 아쉬웠던 점은 창문에 방충망이 없어서 환기 시킬 때 많이 열기가 어려웠던 적이 있었습니다. 그 외에는 아주 즐거운 시간 잘 보냈습니다."
TRAIN_10229,좋앗습뉘땄. 췻쑈룬 딸롤 굿맥향서앉 해오ㅎㅎ 따응멩 토 일옹햐껫숲뉨따.,좋았습니다. 칫솔은 따로 구매하셔야 해요ㅎㅎ 다음에 또 이용하겠습니다.
TRAIN_10230,퓰롬많 췸먼 행윤데 쬠꼬!~ 딸맛쥐 꼭게읨 코쯔넋함콱 븃샨읠 쭈오 멍쇽카 한눈옜 뽀윈는 쩐맣은 어탓 쫴쿄끕 효텔웨셔 능뀔 쑴 엾눈 윌률얌만뉘 캉쩜잎닐댜. 추짜 탸웠카 메움 협쇼핫꼬 옳른는 킴리 뷸펀햐엽 RV 챠량운 체악잊 잇눈 건 앉쉽숩뉘타.,뷰로만 치면 해운대 최고!~ 달맞이 고개의 고즈넉함과 부산의 주요 명소가 한눈에 보이는 전망은 여타 최고급 호텔에서 느낄 수 없는 일루아만의 강점입니다. 주차 타워가 매우 협소하고 오르는 길이 불편하여 RV 차량은 제약이 있는 건 아쉽습니다.
TRAIN_10231,"탓랴임완 함꼐 옇행 왔써오^^ 인수탸옛셔 폭굘 한뻔 꼭 왑뽀콥 싶뻣눈뎨, 땅랸임톤 쪼햐햐코 처톱 넓묾 만촉쓸럽숲닐닳~ 웃션 태릿썩 판딱킬랏 껙꿎햐꼬, 젼췌적굴룐 확일뜨 윈뗄뤼였토 먀음웨 들렷옴. 빴닻갹 졍먼우롯 포읾눈 퀘 체윌 꾼 맬력귑뉘댜!! 댜움옌는 터 큰 캑싫예셔 치냅뵤쿄 싶옅욘!!","딸아이와 함께 여행 왔어요^^ 인스타에서 보고 한번 꼭 와보고 싶었는데, 딸아이도 좋아하고 저도 너무 만족스럽습니다~ 우선 대리석 바닥이라 깨끗하고, 전체적으로 화이트 인테리어도 마음에 들어요. 바다가 정면으로 보이는 게 제일 큰 매력입니다!! 다음에는 더 큰 객실에서 지내보고 싶어요!!"
TRAIN_10232,불갑 좋코 쫓씩위 좋습닐탄.,뷰가 좋고 조식이 좋습니다.
TRAIN_10233,핏싼 슉뺙로에 빚핵 싣섧뤼 메욺 엷약합닙따. 옜낢 옇인슉곽 역광늬 쭝간 졍툐 쉿썰립뉘닦. 꾼쳐예 숙밗쉬써리 엎엿써 엾쩔 쑤 없씩 1빡읊 했찜많 밗갓짊를 왕짱 뎌뻐쑨 킵푼뉩뉩닻. 땄신눈 옇엎례써 쑥파캬꼬 십쥐 않씁닐탓. 딸른 치업계썸 쑥뱌까교 옇얼료 넒며욘눈 꼐 훨신 횻욺쩍잎뉘타.,비싼 숙박료에 비해 시설이 매우 열악합니다. 옛날 여인숙과 여관의 중간 정도 시설입니다. 근처에 숙박시설이 없어서 어쩔 수 없이 1박을 했지만 바가지를 왕창 덮어쓴 기분입니다. 다시는 영월에서 숙박하고 싶지 않습니다. 다른 지역에서 숙박하고 영월로 넘어오는 게 훨씬 효율적입니다.
TRAIN_10234,"야위틀례 맞처진 캠핑쟝, 꼐꼭, 슈옇쨩, 예었뱌윤쑤, 뇰뤼털 퉁","아이들에 맞춰진 캠핑장, 계곡, 수영장, 에어바운스, 놀이터 등"
TRAIN_10235,"딴첨: 엠여껀위 앉 냑욤, 욜레된 묘뗄 슈쥰   쟝졈: 찜규루 깰꿋, 뮬 초훔","단점: 에어컨이 안 나옴, 오래된 모텔 수준   장점: 침구류 깨끗, 물 좋음"
TRAIN_10236,칙원뷴들 묘듀 뮈쇼 치읒쉼먼 완젼 찐젊~^^ 크뤽교 1어렝 욘슐뿔 위옹 횟슈 쩽한 옆쉬 임옹할 쑤 위섧셔 좋았숩뉩닦. ^^ 슉엉쟝 샤있춘눈 뭉쩍 미뉘밉헷짊많 결웁륄랍 읽옹함신는 푼틂이 졀를 표함헤 쬐데 3띰 잊엇었썬 괸찬았서요.,직원분들 모두 미소 지으시며 완전 친절~^^ 그리고 1월에 온수풀 이용 횟수 제한 없이 이용할 수 있어서 좋았습니다. ^^ 수영장 사이즈는 무척 미니미했지만 겨울이라 이용하시는 분들이 저를 포함해 최대 3팀 있었어서 괜찮았어요.
TRAIN_10237,"쏘똥, 췬몸쿨 갛오햐코 옥셜꽈 협뱍울 한눈 갗은 쭝 컫쭈쨔들 뗌뮨네 한 닯 많엠 냐왔여오... 핏쭈합뉘닳.","소통, 친목을 강요하고 욕설과 협박을 하는 같은 층 거주자들 때문에 한 달 만에 나왔어요... 비추합니다."
TRAIN_10238,엌킥갸 얀닉꾜 욧씨리앍첨윔랜오. 댜른 혹뗄위 핑헬를 볼꺄 봐 낢깊뉘타.,여기가 아니고 오시리아점이래요. 다른 호텔이 피해를 볼까 봐 남깁니다.
TRAIN_10239,퓨갸 좋코 윕칙까 쨩인녠오! 빛 축쩨캉 타 뵤엶오. 푸 맡짚!,뷰가 좋고 위치가 짱이네요! 빛 축제가 다 보여요. 뷰 맛집!
TRAIN_10240,쩡켤링 난픕뉘댜... 솝퍄옘 열룩일 끄때롬 빵찢퇴여 잇숩닙닳. 췸뗄를 쌀짝 뮐여뽀면 믿웨 면쥐낟 쑤렉끼갸 긋태롯 잇씁닝닷. 옐뤼붸위텨눈 쫍꼬 넴섀토 크탁 좋찡 안씁닛타. 초식동 쒼겅울 앉 스쒼눈 툿합님따. 탈룬 곶옜써 둣쎄오.,청결이 나쁩니다... 소파에 얼룩이 그대로 방치되어 있습니다. 침대를 살짝 밀어보면 밑에 먼지나 쓰레기가 그대로 있습니다. 엘리베이터는 좁고 냄새도 그닥 좋지 않습니다. 조식도 신경을 안 쓰시는 듯합니다. 다른 곳에서 드세요.
TRAIN_10241,효텔위 념뮤 위프곧 싣셜토 좋함써 따음멨 툐 욜 껏 깥얍오 ㅠㅠ 광얀릴 왔써 알묶 효뗄륀낫 듦엌칸 건뒈 념뭇 좋얏서욧 ㅎㅎ,호텔이 너무 이쁘고 시설도 좋아서 다음에 또 올 것 같아요 ㅠㅠ 광안리 와서 아무 호텔이나 들어간 건데 너무 좋았어요 ㅎㅎ
TRAIN_10242,"견뮬위 켁끝할교 넵풋됴 칼쿰헤오! 인룸만 효뗄립교 쉴젤론눈 몰뗄윈 꼿트립 만운뒈, 역키눈 찐쨔 효텔 깥운 늑뀜있엥옵. 옥졺갖 끊 께 갔장 먀음멕 들옅씁뉘닫^_^ 담만 팡옛셔 멂륀캅략키 냐왐셔 ㅜㅜ 펼졈 한낳 팻숩뉘타. 쩡쇼예 좀끔만 터 쉰겅 섭줏쉼면 좋울 켯 갔숩뉘탸~!","건물이 깨끗하고 내부도 깔끔해요! 이름만 호텔이고 실제로는 모텔인 곳들이 많은데, 여기는 진짜 호텔 같은 느낌이에요. 욕조가 큰 게 가장 마음에 들었습니다^_^ 다만 방에서 머리카락이 나와서 ㅜㅜ 별점 하나 뺐습니다. 청소에 조금만 더 신경 써주시면 좋을 것 같습니다~!"
TRAIN_10243,쥑언뚤의 테툐카 교앞척킴. 졍맒 풂췬철… 쩔데 싹과 얀 함.,직원들의 태도가 고압적임. 정말 불친절… 절대 사과 안 함.
TRAIN_10244,첨움붙뗘 꺅꼬 싶짚 얀훈 꼿!,처음부터 가고 싶지 않은 곳!
TRAIN_10245,윕뷸레 닮빼 넴쌕갸 뺌여 잇움. 쇼움 겠씸함. 옷툐빠위 찐냑깐눈 겻카쥐 닫 뚤륌. 포잃렀캬 쟌는 중칸쭝칸 커쳤셤 겡쭈욺.,이불에 담배 냄새가 배어 있음. 소음 개심함. 오토바이 지나가는 것까지 다 들림. 보일러가 자는 중간중간 꺼져서 개추움.
TRAIN_10246,뷴윅긴 있는 깝뻬 멤묘,분위기 있는 카페 메모
TRAIN_10247,외위띵위 졺 잇엿쥐많 팡됴 짤 빼졍파탓셔오. 켱콴을 줄귀먹 슈옇됴 햐교 삔뜨닛수또 앓착케 줄긷탸 왔눼오. 옥싫예 깖딴학교 좇씩에 한 펀 덛 캄딴했얼오. 욕읜 뛸랴먼 쑤옇햐코 캑씰뤠 듦여왓는델 찍퀀 뿐이 통위또 엎쒸 듦얾왓써 뽀촉 찜댈룰 빠끝료 팻곤 켸서셔 춈 닿황수렸었타는 ㅋ,웨이팅이 좀 있었지만 방도 잘 배정받았어요. 경관을 즐기며 수영도 하고 피트니스도 알차게 즐기다 왔네요. 욕실에 감탄하고 조식에 한 번 더 감탄했어요. 옥의 티라면 수영하고 객실에 들어왔는데 직원 분이 동의도 없이 들어와서 보조 침대를 밖으로 빼고 계셔서 좀 당황스러웠다는 ㅋ
TRAIN_10248,"윌췸 쬐꽁 - 쥐하쩔역, 햅번, 심짱 젼뿌 갸캇윤 곧   윅찧 쩡컬 - 폐트, 화창실 묜뚜 꺌큼했쓺. 많쪽!   뮈뉘 불역퀴 윗엉써 뺐닯 움씩, 뾰쟝 음씩 세튕핥 테 뮤척 편햇움!!   엘립붸위떡카 원냑 헵륄랸눈 숌문울 틀엊써 졺 냔중웨 첵큼윈학교 잃룬 쳬끄았우슭 햇셔 금련췹 끈 뮨줴눈 엎섣움.   같썽비 좋운 홈뗄잃랴 쌩각됨. 닺쉬 방문할콩 싶은 굣.","위치 최고 - 지하철역, 해변, 시장 전부 가까운 곳   위치 청결 - 베드, 화장실 모두 깔끔했음. 만족!   미니 부엌이 있어서 배달 음식, 포장 음식 세팅할 때 무척 편했음!!   엘리베이터가 워낙 헬이라는 소문을 들어서 좀 나중에 체크인하고 이른 체크아웃을 해서 그런지 큰 문제는 없었음.   가성비 좋은 호텔이라 생각됨. 다시 방문하고 싶은 곳."
TRAIN_10249,"좋햐욤~~ 수윙툴룸 캇셨 짰눈뎨 웩콴콰 따룩케 넒뭇 켁쿳학꼬 좋얄쓺^^ 안, 군테 젼맣운 좀 별롯..^^","좋아요~~ 스위트룸 가서 잤는데 외관과 다르게 너무 깨끗하고 좋았음^^ 아, 근데 전망은 좀 별로..^^"
TRAIN_10250,씬축잊랴 캑꿋학쿄 좋넹욥ㅎ 덕푹넵 잘 쒸단 낫왓씁닢댜. 싸짱닒 념뮤 췬쩔핫셰욤. 편짱핫쉥오~ㅎㅎ,신축이라 깨끗하고 좋네요ㅎ 덕분에 잘 쉬다 나왔습니다. 사장님 너무 친절하세요. 번창하세요~ㅎㅎ
TRAIN_10251,략숲 넴세 짱냔 앓뉩님댜.. 쩡켤운 한테.. 쫍교.. 천 잽팡뮨 윗싸 엾씁뉘타..,락스 냄새 장난 아닙니다.. 청결은 한데.. 좁고.. 전 재방문 의사 없습니다..
TRAIN_10252,"쓰탸윌럴갓 잊교, 쫏신귀 깝법궤 낟요머 동해 묘텔 중예션눈 쭐창옹운롭 쬐곧윕닌타.","스타일러가 있고, 조식이 가볍게 나오며 동해 모텔 중에서는 출장용으로 최고입니다."
TRAIN_10253,빵 켠뒤션위 좋꼬 넓귀 탬문엣 왕왕 튀얻댜너토 뒈오 ㅎㅎ 죠옹학끼툐 햐교 앴듦 뒈릭곪 깔 탠 윔만한 굣 없셔올.,방 컨디션이 좋고 넓기 때문에 왕왕 뛰어다녀도 돼요 ㅎㅎ 조용하기도 하고 애들 데리고 갈 땐 이만한 곳 없어요.
TRAIN_10254,찐젊햐쿄 꽤쩍학꼬 펀냔햐꼬 쩔럼했없욘. 잘 쒸타 캅뉘따~,친절하고 쾌적하고 편안하고 저렴했어요. 잘 쉬다 갑니다~ 
TRAIN_10255,퓬눈 좋운뒈 씻써림 쫌 냘카써 환쟝식리 쪼끎 얏쒸었엌오. 봇슈 공샹함먼 훨쒼 초흘 틋.,뷰는 좋은데 시설이 좀 낡아서 화장실이 조금 아쉬웠어요. 보수 공사하면 훨씬 좋을 듯.
TRAIN_10256,"읽렇궤 퓟싼 슉쑈눈 만휘 값뽀쥔 않얏찌만, 죠용햐교 맞읒믿 펀헤저섦 좋앗옅오. 향엄엽쒸 묾많 팡랴복꼬 뼝쌩 샬먼선 볼 밤탈를 할륨 만넸 탸 뵨 겉 얀뉜카 싯쁠 청돎로 짧 뽄네탸 왓엶욘 ㅎ","이렇게 비싼 숙소는 많이 가보진 않았지만, 조용하고 마음이 편해져서 좋았어요. 하염없이 물만 바라보고 평생 살면서 볼 바다를 하루 만에 다 본 것 아닌가 싶을 정도로 잘 보내다 왔어요 ㅎ"
